# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 385K of event 'cycles'
# Event count (approx.): 792939460900
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                        
# ........  ...............  ........................  ..............................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  geo              [kernel.kallsyms]         [k] cpuacct_account_field
     0.00%  mc-worker        [kernel.kallsyms]         [k] tcp_mtu_probe
     0.00%  conn3            mongod                    [.] mongo::getFieldDottedOrArray
     0.00%  ftdc             mongod                    [.] __wt_buf_grow_worker
     0.00%  conn4            mongod                    [.] mongo::(anonymous namespace)::checkAuthorizationImplPreParse
     0.00%  recommendation   recommendation            [.] runtime.closechan
     0.00%  perf             [kernel.kallsyms]         [k] up_write
     0.00%  profile          [kernel.kallsyms]         [k] recalc_sigpending_tsk
     0.00%  all-in-one-linu  all-in-one-linux          [.] github.com/jaegertracing/jaeger/cmd/collector/app/sanitizer.sanitizeEmptyServiceName
     0.00%  conn4            mongod                    [.] mongo::(anonymous namespace)::runCommandImpl
     0.00%  geo              [kernel.kallsyms]         [k] __alloc_pages_nodemask
     0.00%  swapper          [kernel.kallsyms]         [k] tcp_delack_timer_handler
     0.00%  rate             [kernel.kallsyms]         [k] tcp_rate_skb_sent
     0.00%  geo              [kernel.kallsyms]         [k] hrtimer_update_next_event
     0.00%  reservation      [kernel.kallsyms]         [k] filename_lookup
     0.00%  recommendation   recommendation            [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.00%  reservation      reservation               [.] reflect.Value.NumField
     0.00%  profile          [kernel.kallsyms]         [k] blk_flush_plug_list
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003135c
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000039d3c
     0.00%  recommendation   recommendation            [.] time.atoi
     0.00%  reservation      reservation               [.] runtime.sigfwdgo
     0.00%  dockerd          [kernel.kallsyms]         [k] ext4_wait_block_bitmap
     0.00%  rate             rate                      [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.00%  recommendation   [kernel.kallsyms]         [k] _copy_to_user
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000044440
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*http2Client).handleWindowUpdate
     0.00%  rate             rate                      [.] context.removeChild
     0.00%  recommendation   recommendation            [.] runtime.selectnbrecv
     0.00%  node             node                      [.] Builtins_KeyedLoadIC
     0.00%  recommendation   recommendation            [.] github.com/rs/zerolog.consoleDefaultFormatLevel.func1
     0.00%  recommendation   recommendation            [.] internal/poll.(*pollDesc).wait
     0.00%  profile          [kernel.kallsyms]         [k] __x2apic_send_IPI_mask
     0.00%  conn4            mongod                    [.] mongo::QueryRequest::parseMaxTimeMS
     0.00%  reservation      reservation               [.] runtime.semacquire1
     0.00%  recommendation   recommendation            [.] time.Time.locabs
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d418
     0.00%  wrk              [kernel.kallsyms]         [k] apparmor_socket_sock_rcv_skb
     0.00%  mc-worker        [kernel.kallsyms]         [k] inet_send_prepare
     0.00%  conn3            mongod                    [.] mongo::FastMapNoAlloc<mongo::ResourceId, mongo::LockRequest>::IteratorImpl<mongo::FastMapNoAlloc<mongo::ResourceId, mongo::LockRequest>, mongo::LockRequest, std::_Deque_iterator<mongo::FastMapNoAlloc<mongo::ResourceId, mongo::LockRequest>::PreallocEntry, mongo::FastMapNoAlloc<mongo::ResourceId, mongo::LockRequest>::PreallocEntry&, mongo::FastMapNoAlloc<mongo::ResourceId, mongo::LockRequest>::PreallocEntry*> >::IteratorImpl
     0.00%  swapper          [kernel.kallsyms]         [k] __sk_dst_check
     0.00%  profile          [kernel.kallsyms]         [k] zap_page_range
     0.00%  search           search                    [.] context.(*emptyCtx).Deadline
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cad0
     0.00%  profile          [kernel.kallsyms]         [k] fpregs_mark_activate
     0.00%  rate             [kernel.kallsyms]         [k] fpregs_mark_activate
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000312f1
     0.00%  conn4            mongod                    [.] mongo::ServiceStateMachine::_sourceMessage
     0.00%  geo              geo                       [.] runtime.memhash32
     0.00%  profile          profile                   [.] encoding/json.stateDot
     0.00%  geo              [kernel.kallsyms]         [k] set_user_sigmask
     0.00%  recommendation   [kernel.kallsyms]         [k] do_softirq_own_stack
     0.00%  rate             [kernel.kallsyms]         [k] do_user_addr_fault
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004322a
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d943
     0.00%  geo              [kernel.kallsyms]         [k] __sk_dst_check
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000062cc4
     0.00%  recommendation   recommendation            [.] internal/testlog.Getenv
     0.00%  conn3            mongod                    [.] __curfile_next
     0.00%  profile          [kernel.kallsyms]         [k] smp_reschedule_interrupt
     0.00%  mc-worker        [kernel.kallsyms]         [k] interrupt_entry
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000003acc
     0.00%  profile          profile                   [.] runtime.gcMarkTermination
     0.00%  geo              [kernel.kallsyms]         [k] hrtimer_try_to_cancel
     0.00%  rate             rate                      [.] runtime.(*pageBits).setRange
     0.00%  wrk              [kernel.kallsyms]         [k] sock_zerocopy_put
     0.00%  recommendation   recommendation            [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.00%  recommendation   recommendation            [.] reflect.New
     0.00%  geo              [kernel.kallsyms]         [k] x2apic_send_IPI
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*http2Client).newStream.func1
     0.00%  dockerd          [kernel.kallsyms]         [k] __msecs_to_jiffies
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2c8b
     0.00%  user             [kernel.kallsyms]         [k] tcp_in_window
     0.00%  geo              geo                       [.] runtime.selectnbrecv
     0.00%  reservation      reservation               [.] runtime.markroot.func1
     0.00%  search           search                    [.] runtime.trygetfull
     0.00%  perf             [kernel.kallsyms]         [k] ext4_get_branch
     0.00%  rate             rate                      [.] golang.org/x/net/http2.(*PingFrame).Header
     0.00%  rate             [kernel.kallsyms]         [k] __kmalloc_reserve.isra.0
     0.00%  search           search                    [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).Write
     0.00%  consul           consul                    [.] runtime.futex.abi0
     0.00%  consul           consul                    [.] runtime.heapBitsSetType
     0.00%  mc-worker        [kernel.kallsyms]         [k] br_fdb_find_rcu
     0.00%  rate             [kernel.kallsyms]         [k] __x86_indirect_thunk_rbx
     0.00%  user             [kernel.kallsyms]         [k] account_entity_enqueue
     0.00%  rate             rate                      [.] runtime.bulkBarrierPreWriteSrcOnly
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003deb3
     0.00%  geo              [kernel.kallsyms]         [k] task_tick_fair
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d3b9
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000044350
     0.00%  conn4            mongod                    [.] mongo::(anonymous namespace)::DiagnosticListener::onSlowLock
     0.00%  rate             rate                      [.] runtime.(*mheap).setSpans
     0.00%  user             user                      [.] sync/atomic.CompareAndSwapPointer
     0.00%  geo              geo                       [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dd1a
     0.00%  recommendation   recommendation            [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.00%  user             [kernel.kallsyms]         [k] do_futex
     0.00%  swapper          [kernel.kallsyms]         [k] irq_work_run_list
     0.00%  docker-proxy     docker-proxy              [.] runtime.notewakeup
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] update_min_vruntime
     0.00%  consul           [kernel.kallsyms]         [k] select_task_rq_fair
     0.00%  JournalFlusher   [kernel.kallsyms]         [k] update_load_avg
     0.00%  conn3            mongod                    [.] mongo::(anonymous namespace)::DiagnosticListener::onUnlock
     0.00%  profile          profile                   [.] runtime.wakeScavenger
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000044658
     0.00%  geo              geo                       [.] runtime.notetsleep_internal
     0.00%  rate             rate                      [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004302a
     0.00%  swapper          [kernel.kallsyms]         [k] tick_nohz_irq_exit
     0.00%  geo              [kernel.kallsyms]         [k] __do_page_fault
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000043167
     0.00%  reservation      reservation               [.] context.(*cancelCtx).Done.dwrap.1
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*http2Client).newStream.func2
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000565e4
     0.00%  recommendation   recommendation            [.] reflect.resolveTypeOff
     0.00%  rate             rate                      [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.00%  swapper          [kernel.kallsyms]         [k] cpuidle_poll_time
     0.00%  mc-worker        [kernel.kallsyms]         [k] kmalloc_array.constprop.0
     0.00%  reservation      reservation               [.] runtime.funcfile
     0.00%  mc-worker        [kernel.kallsyms]         [k] nf_nat_ipv4_pre_routing
     0.00%  rate             [kernel.kallsyms]         [k] blk_update_request
     0.00%  profile          profile                   [.] golang.org/x/net/http2/hpack.(*Decoder).readString.dwrap.1
     0.00%  recommendation   recommendation            [.] runtime.(*pageAlloc).allocToCache
     0.00%  geo              geo                       [.] runtime.saveAncestors
     0.00%  search           [kernel.kallsyms]         [k] __release_sock
     0.00%  rate             [kernel.kallsyms]         [k] update_rt_rq_load_avg
     0.00%  geo              geo                       [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_parse_md5sig_option
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] tick_program_event
     0.00%  user             user                      [.] time.appendInt
     0.00%  JournalFlusher   mongod                    [.] mongo::ServiceContext::_delistOperation
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000565a2
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e753
     0.00%  user             user                      [.] fmt.(*pp).doPrintf
     0.00%  recommendation   recommendation            [.] sync/atomic.CompareAndSwapPointer
     0.00%  rate             [kernel.kallsyms]         [k] kick_process
     0.00%  geo              [kernel.kallsyms]         [k] path_put
     0.00%  rate             [kernel.kallsyms]         [k] flush_smp_call_function_queue
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003debe
     0.00%  profile          profile                   [.] runtime.stackcacherelease
     0.00%  recommendation   [kernel.kallsyms]         [k] generic_fillattr
     0.00%  wrk              libc-2.31.so              [.] 0x0000000000022390
     0.00%  profile          profile                   [.] golang.org/x/net/http2.(*WindowUpdateFrame).invalidate
     0.00%  reservation      [kernel.kallsyms]         [k] rmqueue
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000ee0c0
