# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 144K of event 'cycles'
# Event count (approx.): 161207679977
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                     
# ........  ...............  ........................  ...........................................................................................................................................................................................................................
#
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000006b7c
     0.00%  rsyslogd         [kernel.kallsyms]         [k] __switch_to_asm
     0.00%  node             [vdso]                    [.] __vdso_clock_gettime
     0.00%  systemd-network  libc-2.31.so              [.] epoll_wait
     0.00%  rs:main Q:Reg    [kernel.kallsyms]         [k] __alloc_pages_nodemask
     0.00%  containerd-shim  [kernel.kallsyms]         [k] ip_rcv
     0.00%  dockerd          [kernel.kallsyms]         [k] vsnprintf
     0.00%  containerd       [kernel.kallsyms]         [k] select_task_rq_fair
     0.00%  containerd       [kernel.kallsyms]         [k] iov_iter_advance
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000695a5
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.osyield.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004460a
     0.00%  sshd             [kernel.kallsyms]         [k] kfree
     0.00%  rcu_sched        [kernel.kallsyms]         [k] dyntick_save_progress_counter
     0.00%  systemd          [kernel.kallsyms]         [k] __check_heap_object
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000058cfe
     0.00%  ksoftirqd/13     [kernel.kallsyms]         [k] __softirqentry_text_start
     0.00%  rate             rate                      [.] 0x000000000001a587
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] __skb_recv_datagram
     0.00%  systemd-network  [kernel.kallsyms]         [k] __virt_addr_valid
     0.00%  systemd-resolve  [kernel.kallsyms]         [k] _copy_to_user
     0.00%  containerd       containerd                [.] runtime.writeHeapBits.write
     0.00%  reservation      [kernel.kallsyms]         [k] clear_page_erms
     0.00%  dbus-daemon      [kernel.kallsyms]         [k] do_syscall_64
     0.00%  containerd-shim  [kernel.kallsyms]         [k] osq_lock
     0.00%  user             [kernel.kallsyms]         [k] mnt_get_count
     0.00%  all-in-one-linu  all-in-one-linux          [.] google.golang.org/grpc/internal/transport.(*loopyWriter).headerHandler
     0.00%  dockerd          [kernel.kallsyms]         [k] remove_entity_load_avg
     0.00%  containerd-shim  [kernel.kallsyms]         [k] smp_apic_timer_interrupt
     0.00%  wrk              [kernel.kallsyms]         [k] __count_memcg_events
     0.00%  systemd-journal  [kernel.kallsyms]         [k] amd_clear_divider
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e57d9
     0.00%  gosu             [kernel.kallsyms]         [k] load_elf_binary
     0.00%  ntpd             [kernel.kallsyms]         [k] put_prev_entity
     0.00%  wrk              [kernel.kallsyms]         [k] udp_v4_early_demux
     0.00%  systemd-network  systemd-networkd          [.] prioq_peek_by_index
     0.00%  dockerd          [kernel.kallsyms]         [k] native_set_pte_at
     0.00%  node             node                      [.] v8::base::OS::SetPermissions
     0.00%  dbus-daemon      [kernel.kallsyms]         [k] unix_write_space
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003df0a
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000031463
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000069369
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e556
     0.00%  recommendation   recommendation            [.] 0x000000000003c4fa
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2125
     0.00%  ksoftirqd/15     [kernel.kallsyms]         [k] __udp4_lib_rcv
     0.00%  wrk              [kernel.kallsyms]         [k] ip_sublist_rcv
     0.00%  systemd-udevd    systemd-udevd             [.] 0x000000000001ec7b
     0.00%  swapper          [kernel.kallsyms]         [k] iptable_filter_hook
     0.00%  containerd-shim  [kernel.kallsyms]         [k] wakeup_preempt_entity.isra.0
     0.00%  rs:main Q:Reg    [kernel.kallsyms]         [k] ksys_write
     0.00%  mongod           [kernel.kallsyms]         [k] task_work_run
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000c0b3
     0.00%  systemd-udevd    libc-2.31.so              [.] __strrchr_avx2
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] finish_task_switch
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dd26
     0.00%  rate             rate                      [.] 0x000000000003cccf
     0.00%  containerd       containerd                [.] github.com/prometheus/client_golang/prometheus.(*CounterVec).GetMetricWithLabelValues
     0.00%  containerd       containerd                [.] net.(*netFD).Read
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.sysmon
     0.00%  containerd       containerd                [.] runtime.(*moduledata).textAddr
     0.00%  dockerd          [kernel.kallsyms]         [k] bit_waitqueue
     0.00%  dockerd          dockerd                   [.] runtime.(*pollCache).free
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e248
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] queued_write_lock_slowpath
     0.00%  user             [kernel.kallsyms]         [k] select_idle_sibling.part.0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003143d
     0.00%  kworker/13:3-rc  [kernel.kallsyms]         [k] memcg_deactivate_kmem_caches
     0.00%  runc             [kernel.kallsyms]         [k] fpregs_assert_state_consistent
     0.00%  dockerd          [kernel.kallsyms]         [k] br_nf_hook_thresh
     0.00%  ksoftirqd/14     [kernel.kallsyms]         [k] apparmor_sk_free_security
     0.00%  dockerd          dockerd                   [.] golang.org/x/net/http2.(*Framer).checkFrameOrder
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e20c0
     0.00%  iptables         [kernel.kallsyms]         [k] __mod_memcg_state
     0.00%  containerd       [kernel.kallsyms]         [k] __vfs_read
     0.00%  reservation      [kernel.kallsyms]         [k] __x64_sys_nanosleep
     0.00%  perf             [kernel.kallsyms]         [k] ext4_mb_good_group
     0.00%  rcu_sched        [kernel.kallsyms]         [k] enqueue_timer
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004c280
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bf9f
     0.00%  reservation      reservation               [.] 0x0000000000041e4a
     0.00%  exe              dockerd                   [.] runtime.(*mcache).nextFree
     0.00%  node             node                      [.] v8::internal::JSObject::MigrateToMap
     0.00%  6                [kernel.kallsyms]         [k] page_add_file_rmap
     0.00%  dockerd          [kernel.kallsyms]         [k] __ptrace_may_access
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003be6c
     0.00%  dbus-daemon      libc-2.31.so              [.] _int_free
     0.00%  dockerd          [kernel.kallsyms]         [k] br_multicast_count
     0.00%  wrk              libpthread-2.31.so        [.] __lll_lock_wait
     0.00%  dockerd          [kernel.kallsyms]         [k] rtnetlink_rcv_msg
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000031360
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003135c
     0.00%  dockerd          dockerd                   [.] runtime.profilealloc
     0.00%  dockerd          [kernel.kallsyms]         [k] __br_forward
     0.00%  dockerd          [kernel.kallsyms]         [k] legitimize_mnt
     0.00%  systemd          [kernel.kallsyms]         [k] __ksize
     0.00%  node             node                      [.] v8::internal::JSObject::DefineOwnPropertyIgnoreAttributes
     0.00%  systemd-udevd    systemd-udevd             [.] 0x000000000002a5b7
     0.00%  ksoftirqd/5      [kernel.kallsyms]         [k] update_blocked_averages
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003feb8
     0.00%  runc:[2:INIT]    /                         [.] 0x00000000001050be
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cd44
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] __virt_addr_valid
     0.00%  docker-proxy     [kernel.kallsyms]         [k] nf_nat_ipv4_manip_pkt
     0.00%  reservation      reservation               [.] 0x000000000003c98c
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d0d5
     0.00%  swapper          [kernel.kallsyms]         [k] page_counter_uncharge
     0.00%  systemd-resolve  [kernel.kallsyms]         [k] rcu_segcblist_enqueue
     0.00%  kworker/u32:3+n  [kernel.kallsyms]         [k] mlx4_en_do_get_stats
     0.00%  swapper          [kernel.kallsyms]         [k] ip_rcv
     0.00%  wrk              wrk                       [.] snap_usedef.isra.0.part.0
     0.00%  wrk              [kernel.kallsyms]         [k] irq_entries_start
     0.00%  dockerd          dockerd                   [.] net.(*UnixConn).Read
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f7ce
     0.00%  wrk              [kernel.kallsyms]         [k] __run_timers.part.0
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] kjournald2
     0.00%  node             node                      [.] Builtins_ArrayIteratorPrototypeNext
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] propagate_protected_usage
     0.00%  dockerd          [kernel.kallsyms]         [k] __intel_pmu_disable_all
     0.00%  systemd-resolve  libsystemd-shared-245.so  [.] internal_hashmap_iterate
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000021309
     0.00%  dockerd          dockerd                   [.] net.minNonzeroTime
     0.00%  rcu_sched        [kernel.kallsyms]         [k] __mod_timer
     0.00%  containerd       containerd                [.] runtime.usleep.abi0
     0.00%  systemd-udevd    systemd-udevd             [.] 0x0000000000015cf7
     0.00%  systemd-journal  libsystemd-shared-245.so  [.] siphash24_init
     0.00%  dockerd          [kernel.kallsyms]         [k] __skb_ext_put
     0.00%  sshd             [kernel.kallsyms]         [k] free_pages_and_swap_cache
     0.00%  containerd-shim  [kernel.kallsyms]         [k] hrtimer_wakeup
     0.00%  sshd             [kernel.kallsyms]         [k] up_write
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000011ff20
     0.00%  kworker/13:0-ev  [kernel.kallsyms]         [k] smp_call_function_single
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e37e9
     0.00%  wrk              [kernel.kallsyms]         [k] native_load_tls
     0.00%  runc             [kernel.kallsyms]         [k] copy_user_generic_unrolled
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bfa4
     0.00%  docker-proxy     [kernel.kallsyms]         [k] netif_receive_skb_list_internal
     0.00%  dockerd          [kernel.kallsyms]         [k] round_jiffies_up
     0.00%  dockerd          [kernel.kallsyms]         [k] hrtimer_update_next_event
     0.00%  node             node                      [.] v8::internal::LookupIterator::NextInternal<false>
     0.00%  swapper          [kernel.kallsyms]         [k] dequeue_task_fair
     0.00%  sshd             sshd                      [.] 0x0000000000054782
     0.00%  wrk              [kernel.kallsyms]         [k] passthru_features_check
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004282f
     0.00%  wrk              wrk                       [.] lj_ir_kgc
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __udp_manip_pkt
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003db13
     0.00%  containerd-shim  [kernel.kallsyms]         [k] rcu_advance_cbs
     0.00%  rs:main Q:Reg    libc-2.31.so              [.] __tzstring
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cfa9
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] dequeue_task_fair
     0.00%  node             node                      [.] v8::internal::StringTable::LookupKey<v8::internal::SeqSubStringKey<v8::internal::SeqOneByteString>, v8::internal::Isolate>
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000003acc
     0.00%  mongod           [kernel.kallsyms]         [k] __slab_free
     0.00%  swapper          [kernel.kallsyms]         [k] path_put
     0.00%  dbus-daemon      [kernel.kallsyms]         [k] available_idle_cpu
     0.00%  dockerd          [kernel.kallsyms]         [k] arch_get_unmapped_area_topdown
     0.00%  node             [kernel.kallsyms]         [k] handle_mm_fault
     0.00%  exe              dockerd                   [.] runtime.(*scavengerState).run
     0.00%  networkd-dispat  libdbus-1.so.3.19.11      [.] _dbus_marshal_byteswap
     0.00%  dockerd          [kernel.kallsyms]         [k] ip_route_input_noref
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/libnetwork/internal/setmatrix.(*SetMatrix[go.shape.struct { github.com/docker/docker/libnetwork.ip string; github.com/docker/docker/libnetwork.serviceID string }]).Get
     0.00%  reservation      [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.00%  runc             [kernel.kallsyms]         [k] number
     0.00%  dockerd          [kernel.kallsyms]         [k] mntput
     0.00%  swapper          [kernel.kallsyms]         [k] ip_forward_finish
     0.00%  dockerd          [kernel.kallsyms]         [k] nf_nat_ipv4_local_in
     0.00%  runc             [kernel.kallsyms]         [k] kmem_cache_free
     0.00%  dockerd          dockerd                   [.] github.com/miekg/dns.IsFqdn.func1
     0.00%  node             node                      [.] uv_mutex_lock
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e9f9
     0.00%  docker-proxy     [kernel.kallsyms]         [k] cpuacct_account_field
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dd8b
     0.00%  dbus-daemon      [kernel.kallsyms]         [k] __x64_sys_recvmsg
     0.00%  node             node                      [.] Builtins_BaselineOutOfLinePrologue
     0.00%  systemd-journal  libc-2.31.so              [.] __memchr_avx2
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e1d8a
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004289a
     0.00%  user             [kernel.kallsyms]         [k] __calc_delta
     0.00%  recommendation   [kernel.kallsyms]         [k] ep_poll
     0.00%  profile          [kernel.kallsyms]         [k] update_curr
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000444a0
     0.00%  wrk              [kernel.kallsyms]         [k] rcu_irq_exit
     0.00%  networkd-dispat  ld-2.31.so                [.] do_lookup_x
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bf4a
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000069560
     0.00%  dockerd          [kernel.kallsyms]         [k] cgroup_sk_alloc
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dd7f
     0.00%  networkd-dispat  [kernel.kallsyms]         [k] put_pid
     0.00%  exe              dockerd                   [.] runtime.(*mheap).nextSpanForSweep
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000068a48
     0.00%  systemd-journal  [kernel.kallsyms]         [k] __nf_conntrack_find_get
