# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 150K of event 'cycles'
# Event count (approx.): 203462796398
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  JournalFlusher   mongod                   [.] mongo::DecorationRegistry<mongo::OperationContext>::destroyAt<mongo::repl::OpTime>
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d980
     0.00%  consul           [kernel.kallsyms]        [k] select_estimate_accuracy
     0.00%  recommendation   [kernel.kallsyms]        [k] invoke_rcu_core
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d265
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003db1d
     0.00%  dockerd          [kernel.kallsyms]        [k] run_rebalance_domains
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000429cc
     0.00%  geo              geo                      [.] runtime.forEachG
     0.00%  recommendation   [kernel.kallsyms]        [k] __remove_hrtimer
     0.00%  geo              geo                      [.] runtime.chansend.func1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000621d2
     0.00%  ftdc             [kernel.kallsyms]        [k] snmp_get_cpu_field
     0.00%  dockerd          [kernel.kallsyms]        [k] set_next_task_idle
     0.00%  JournalFlusher   [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] __mod_memcg_state
     0.00%  dockerd          [kernel.kallsyms]        [k] cpuacct_account_field
     0.00%  ftdc             [kernel.kallsyms]        [k] set_next_entity
     0.00%  consul           [kernel.kallsyms]        [k] timerqueue_add
     0.00%  decreas.ressure  mongod                   [.] __wt_cache_stats_update
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000985a5
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __cgroup_account_cputime_field
     0.00%  FlowCon.fresher  [kernel.kallsyms]        [k] clear_buddies
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e3926
     0.00%  Backgro.kSource  mongod                   [.] mongo::BasicLockableAdapter::{lambda(void*)#4}::_FUN
     0.00%  consul           [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000062d20
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] prepare_exit_to_usermode
     0.00%  dockerd          [kernel.kallsyms]        [k] account_system_index_time
     0.00%  wrk              [kernel.kallsyms]        [k] __run_timers.part.0
     0.00%  JournalFlusher   [kernel.kallsyms]        [k] syscall_return_via_sysret
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044373
     0.00%  node             watcher.node             [.] std::vector<std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> >, std::allocator<std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> > > >::vector
     0.00%  swapper          [kernel.kallsyms]        [k] tcp_write_timer_handler
     0.00%  recommendation   [kernel.kallsyms]        [k] kthread_blkcg
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000429e9
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000042a0c
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e3750
     0.00%  recommendation   [kernel.kallsyms]        [k] blk_finish_plug
     0.00%  recommendation   recommendation           [.] runtime.gfget.func1
     0.00%  user             [kernel.kallsyms]        [k] __cgroup_account_cputime
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000056ac9
     0.00%  node             [JIT] tid 81615          [.] 0x0000000006d2cce9
     0.00%  search           [kernel.kallsyms]        [k] signal_wake_up_state
     0.00%  rcu_sched        [kernel.kallsyms]        [k] detach_if_pending
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __run_timers.part.0
     0.00%  geo              geo                      [.] runtime.(*gcWork).balance
     0.00%  mongod           mongod                   [.] __wt_cursor_reopen
     0.00%  node             [JIT] tid 81683          [.] 0x00000000072af340
     0.00%  ksoftirqd/11     [kernel.kallsyms]        [k] tcp_v4_rcv
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000006bce
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d3bd
     0.00%  user             user                     [.] context.removeChild
     0.00%  node             node                     [.] v8::internal::Heap::AllocateExternalBackingStore
     0.00%  recommendation   recommendation           [.] runtime.goexit.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e3641
     0.00%  node             [kernel.kallsyms]        [k] select_estimate_accuracy
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000bf4e
     0.00%  wrk              [kernel.kallsyms]        [k] ep_autoremove_wake_function
     0.00%  containerd-shim  [kernel.kallsyms]        [k] ret_from_intr
     0.00%  Backgro.kSource  mongod                   [.] mongo::IdleThreadBlock::endIdleThreadBlock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d6c3
     0.00%  kworker/12:4-mm  [kernel.kallsyms]        [k] _raw_spin_lock
     0.00%  docker-proxy     [kernel.kallsyms]        [k] hrtimer_cancel
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f613
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003da4c
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cf1d
     0.00%  recommendation   recommendation           [.] runtime.convTstring
     0.00%  geo              [kernel.kallsyms]        [k] __x86_indirect_thunk_r13
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] timerqueue_add
     0.00%  ksoftirqd/0      [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e20af
     0.00%  user             [kernel.kallsyms]        [k] nf_nat_inet_fn
     0.00%  docker-proxy     [kernel.kallsyms]        [k] hrtimer_update_next_event
     0.00%  DeadlineMonitor  mongod                   [.] mongo::latch_detail::Mutex::unlock
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).ReadI32
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] common_file_perm
     0.00%  consul           [kernel.kallsyms]        [k] irq_enter
     0.00%  geo              [kernel.kallsyms]        [k] native_flush_tlb_others
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000c265
     0.00%  dockerd          [kernel.kallsyms]        [k] ext4_group_desc_csum_set
     0.00%  user             user                     [.] runtime.preemptone
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000bf77
     0.00%  recommendation   [kernel.kallsyms]        [k] flush_tlb_func_common.constprop.0
     0.00%  dockerd          [kernel.kallsyms]        [k] ipv4_conntrack_in
     0.00%  ftdc             [kernel.kallsyms]        [k] strncpy
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000a6da
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031358
     0.00%  dockerd          [kernel.kallsyms]        [k] ext4_mb_normalize_request.constprop.0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000069527
     0.00%  geo              geo                      [.] runtime.saveAncestors
     0.00%  geo              [kernel.kallsyms]        [k] __skb_ext_put
     0.00%  dockerd          [kernel.kallsyms]        [k] jbd2_journal_blocks_per_page
     0.00%  consul           [kernel.kallsyms]        [k] reweight_entity
     0.00%  swapper          [kernel.kallsyms]        [k] native_read_msr
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.runqgrab
     0.00%  swapper          [kernel.kallsyms]        [k] cpuacct_charge
     0.00%  swapper          [kernel.kallsyms]        [k] nohz_balance_exit_idle
     0.00%  recommendation   [kernel.kallsyms]        [k] cgroup_rstat_updated
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e244d
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001f31b
     0.00%  recommendation   [kernel.kallsyms]        [k] retint_kernel
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000019613
     0.00%  swapper          [kernel.kallsyms]        [k] __ksize
     0.00%  kworker/u32:3-m  [kernel.kallsyms]        [k] ext4_io_submit
     0.00%  user             user                     [.] runtime.checkdead
     0.00%  geo              geo                      [.] runtime.isAbortPC
     0.00%  wrk              wrk                      [.] memcpy@plt
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e2278
     0.00%  swapper          [kernel.kallsyms]        [k] dst_release
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000312b3
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001c87c
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000312f1
     0.00%  ftdc             [vdso]                   [.] gettimeofday
     0.00%  frontend         [kernel.kallsyms]        [k] neigh_resolve_output
     0.00%  kworker/9:11-mm  [kernel.kallsyms]        [k] native_set_pte_at
     0.00%  user             user                     [.] context.(*valueCtx).Value
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004437a
     0.00%  all-in-one-linu  all-in-one-linux         [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.00%  ftdc             [kernel.kallsyms]        [k] link_path_walk.part.0
     0.00%  geo              geo                      [.] reflect.(*rtype).Kind
     0.00%  consul           [kernel.kallsyms]        [k] update_curr
     0.00%  dockerd          dockerd                  [.] sync.runtime_canSpin
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __put_compound_page
     0.00%  recommendation   [kernel.kallsyms]        [k] irq_exit
     0.00%  recommendation   recommendation           [.] runtime.(*hmap).incrnoverflow
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e35a1
     0.00%  docker-proxy     [kernel.kallsyms]        [k] native_iret
     0.00%  user             [kernel.kallsyms]        [k] account_entity_dequeue
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cf6e
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003db17
     0.00%  ftdc             mongod                   [.] mongo::procparser::parseProcMemInfo
     0.00%  geo              geo                      [.] runtime.heapBits.initSpan
     0.00%  user             user                     [.] memeqbody
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e37d5
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031220
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e22a0
     0.00%  dockerd          [kernel.kallsyms]        [k] __x86_indirect_thunk_r13
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cef6
     0.00%  docker-proxy     [kernel.kallsyms]        [k] ktime_get_seconds
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e9e3
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003daef
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000bd8a
     0.00%  JournalFlusher   mongod                   [.] __wt_log_force_sync
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __task_rq_lock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003db6c
     0.00%  containerd-shim  [kernel.kallsyms]        [k] update_rt_rq_load_avg
     0.00%  swapper          [kernel.kallsyms]        [k] tick_sched_handle
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f6ea
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000069509
     0.00%  recommendation   [kernel.kallsyms]        [k] error_exit
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000062d29
     0.00%  recommendation   recommendation           [.] runtime.goexit1.abi0
     0.00%  geo              [kernel.kallsyms]        [k] __alloc_pages_nodemask
     0.00%  geo              geo                      [.] runtime.typehash
     0.00%  geo              geo                      [.] context.WithCancel
     0.00%  mongod           mongod                   [.] __wt_txn_release_snapshot
     0.00%  user             [kernel.kallsyms]        [k] sock_poll
     0.00%  user             [kernel.kallsyms]        [k] native_smp_send_reschedule
     0.00%  consul           [kernel.kallsyms]        [k] __hrtimer_init
     0.00%  node             [kernel.kallsyms]        [k] get_futex_key_refs.isra.0
     0.00%  user             [kernel.kallsyms]        [k] copyout
     0.00%  kworker/u32:3-m  [kernel.kallsyms]        [k] pick_next_task_fair
     0.00%  rcu_sched        [kernel.kallsyms]        [k] schedule_timeout
     0.00%  recommendation   [kernel.kallsyms]        [k] current_time
     0.00%  kworker/u32:3-m  [kernel.kallsyms]        [k] mlx4_en_DUMP_ETH_STATS
     0.00%  containerd-shim  [kernel.kallsyms]        [k] dma_direct_unmap_page
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cfef
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000bd7c
     0.00%  recommendation   recommendation           [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.00%  consul           consul                   [.] runtime.futexsleep
     0.00%  search           search                   [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039c1a
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef31f
     0.00%  node             node                     [.] v8::internal::Factory::ObjectLiteralMapFromCache
     0.00%  wrk              [kernel.kallsyms]        [k] irq_work_tick
     0.00%  kworker/u32:3-m  [kernel.kallsyms]        [k] read_tsc
     0.00%  ftdc             mongod                   [.] mongo::LockStats<long>::reset
     0.00%  geo              [kernel.kallsyms]        [k] __bitmap_and
     0.00%  user             [kernel.kallsyms]        [k] tcp_write_xmit
     0.00%  dockerd          [kernel.kallsyms]        [k] rcu_advance_cbs
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e37f3
     0.00%  wrk              libc-2.31.so             [.] _int_malloc
     0.00%  dockerd          [kernel.kallsyms]        [k] osq_lock
     0.00%  recommendation   [kernel.kallsyms]        [k] copyout
     0.00%  node             node                     [.] v8::internal::JSObject::MigrateToMap
