# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 212631010484
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000432f8
     0.00%  user             user                     [.] runtime.mapdelete
     0.00%  wrk              [kernel.kallsyms]        [k] futex_wait
     0.00%  wrk              [kernel.kallsyms]        [k] __vfs_read
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cb59
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007c57a
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000444f6
     0.00%  recommendation   recommendation           [.] runtime.mapaccess1_fast32
     0.00%  ksoftirqd/1      [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.00%  consul           [kernel.kallsyms]        [k] wake_q_add_safe
     0.00%  geo              [kernel.kallsyms]        [k] dev_queue_xmit
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d34e
     0.00%  containerd-shim  [kernel.kallsyms]        [k] rcu_core_si
     0.00%  ksoftirqd/14     [kernel.kallsyms]        [k] tcp_rcv_established
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031189
     0.00%  dockerd          dockerd                  [.] runtime.send.goready.func1
     0.00%  mongod           mongod                   [.] __wt_session_cursor_cache_sweep.part.10
     0.00%  user             user                     [.] golang.org/x/net/http2/hpack.(*Encoder).WriteField
     0.00%  geo              [kernel.kallsyms]        [k] apparmor_socket_sock_rcv_skb
     0.00%  kworker/u32:0-e  [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%  user             [kernel.kallsyms]        [k] hash_futex
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime/internal/syscall.EpollWait
     0.00%  search           [kernel.kallsyms]        [k] apparmor_task_kill
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d211
     0.00%  ftdc             mongod                   [.] tcmalloc::PageHeap::CheckAndHandlePreMerge
     0.00%  geo              geo                      [.] runtime.mergeSummaries
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] bio_associate_blkg_from_css
     0.00%  ftdc             [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003fed6
     0.00%  user             user                     [.] sync/atomic.StoreUintptr
     0.00%  user             [kernel.kallsyms]        [k] hrtimer_try_to_cancel
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef2a3
     0.00%  node             [JIT] tid 81683          [.] 0x0000000007320a10
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000a6e3
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000c2d8
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003c584
     0.00%  recommendation   recommendation           [.] runtime.gcStart
     0.00%  ftdc             mongod                   [.] mongo::BSONElement::computeSize
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*lockTimer).begin
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000444d9
     0.00%  search           [kernel.kallsyms]        [k] sched_clock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef271
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000312a0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000bea5
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000bf9f
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1e2f
     0.00%  user             [kernel.kallsyms]        [k] futex_wait_setup
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f911
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f57a
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000069338
     0.00%  geo              geo                      [.] runtime.casfrom_Gscanstatus
     0.00%  geo              [kernel.kallsyms]        [k] iov_iter_init
     0.00%  geo              [kernel.kallsyms]        [k] __release_sock
     0.00%  frontend         frontend                 [.] runtime.markroot.func1
     0.00%  node             [JIT] tid 81615          [.] 0x0000000006d66840
     0.00%  user             [kernel.kallsyms]        [k] do_futex
     0.00%  wrk              [kernel.kallsyms]        [k] __intel_pmu_enable_all.constprop.0
     0.00%  dockerd          [kernel.kallsyms]        [k] from_kuid
     0.00%  user             [kernel.kallsyms]        [k] __nf_ct_refresh_acct
     0.00%  geo              [kernel.kallsyms]        [k] find_next_and_bit
     0.00%  node             [JIT] tid 81615          [.] 0x0000000006cf21a6
     0.00%  docker-proxy     [kernel.kallsyms]        [k] rcu_core
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000065a17
     0.00%  geo              [kernel.kallsyms]        [k] select_estimate_accuracy
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] intel_pstate_update_util
     0.00%  dockerd          [kernel.kallsyms]        [k] default_wake_function
     0.00%  recommendation   [kernel.kallsyms]        [k] tlb_flush_mmu
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004348f
     0.00%  search           [kernel.kallsyms]        [k] hrtimer_active
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003ccdf
     0.00%  containerd       containerd               [.] runtime.heapBitsForAddr
     0.00%  node             node                     [.] Builtins_CompileLazy
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d9ac
     0.00%  kworker/7:22-ev  [kernel.kallsyms]        [k] __get_vm_area_node
     0.00%  user             [kernel.kallsyms]        [k] __accumulate_pelt_segments
     0.00%  node             [kernel.kallsyms]        [k] __dec_node_state
     0.00%  Backgro.kSource  [kernel.kallsyms]        [k] psi_task_change
     0.00%  ksoftirqd/15     [kernel.kallsyms]        [k] update_blocked_averages
     0.00%  search           search                   [.] runtime.(*sysMemStat).add
     0.00%  recommendation   [kernel.kallsyms]        [k] __raise_softirq_irqoff
     0.00%  kworker/u32:1-m  [kernel.kallsyms]        [k] pick_next_task_idle
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.memequal128
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039d05
     0.00%  geo              geo                      [.] runtime.fillAligned
     0.00%  user             user                     [.] runtime.schedule
     0.00%  search           [kernel.kallsyms]        [k] ns_to_timespec64
     0.00%  rcu_sched        [kernel.kallsyms]        [k] __switch_to_asm
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000659e5
     0.00%  recommendation   [kernel.kallsyms]        [k] check_stack_object
     0.00%  node             node                     [.] Builtins_LoadGlobalIC
     0.00%  dockerd          [kernel.kallsyms]        [k] error_entry
     0.00%  user             user                     [.] bufio.(*Writer).Write
     0.00%  consul           [kernel.kallsyms]        [k] __update_idle_core
     0.00%  node             node                     [.] v8::internal::Utf8Decoder::Utf8Decoder
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] check_cfs_rq_runtime
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003da5c
     0.00%  user             user                     [.] net.(*netFD).Write
     0.00%  user             [kernel.kallsyms]        [k] newidle_balance
     0.00%  all-in-one-linu  all-in-one-linux         [.] io.ReadAtLeast
     0.00%  consul           [kernel.kallsyms]        [k] hrtimer_init_sleeper
     0.00%  Backgro.kSource  [kernel.kallsyms]        [k] update_load_avg
     0.00%  user             [kernel.kallsyms]        [k] sock_rfree
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dd56
     0.00%  geo              [kernel.kallsyms]        [k] trigger_load_balance
     0.00%  docker-proxy     [kernel.kallsyms]        [k] queued_write_lock_slowpath
     0.00%  recommendation   recommendation           [.] internal/poll.(*FD).writeUnlock
     0.00%  node             node                     [.] v8::internal::(anonymous namespace)::Invoke
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d3ef
     0.00%  containerd-shim  [kernel.kallsyms]        [k] validate_xmit_skb
     0.00%  geo              [kernel.kallsyms]        [k] skb_clone_tx_timestamp
     0.00%  consul           [kernel.kallsyms]        [k] clear_buddies
     0.00%  consul           consul                   [.] runtime.retake
     0.00%  search           search                   [.] runtime.(*pageBits).setRange
     0.00%  ftdc             mongod                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003087c
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031696
     0.00%  recommendation   [kernel.kallsyms]        [k] wake_up_process
     0.00%  search           search                   [.] runtime.setg.abi0
     0.00%  containerd-shim  [kernel.kallsyms]        [k] hrtimer_sleeper_start_expires
     0.00%  geo              [kernel.kallsyms]        [k] page_counter_cancel
     0.00%  node             [kernel.kallsyms]        [k] page_remove_rmap
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000062ea8
     0.00%  recommendation   [kernel.kallsyms]        [k] pagevec_lru_move_fn
     0.00%  ftdc             mongod                   [.] mongo::BSONObjBuilder::append<int, void>
     0.00%  recommendation   recommendation           [.] runtime.(*pallocData).findScavengeCandidate
     0.00%  JournalFlusher   [kernel.kallsyms]        [k] psi_task_change
     0.00%  wrk              [kernel.kallsyms]        [k] copyout
     0.00%  dockerd          dockerd                  [.] runtime.(*consistentHeapStats).acquire
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dae0
     0.00%  geo              geo                      [.] time.Since
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] inc_zone_page_state
     0.00%  geo              geo                      [.] runtime.(*mheap).alloc.func1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001fa17
     0.00%  dockerd          dockerd                  [.] sync/atomic.StorePointer
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f5a8
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d1f1
     0.00%  ksoftirqd/9      [kernel.kallsyms]        [k] __netif_receive_skb_one_core
     0.00%  docker-proxy     [kernel.kallsyms]        [k] ksize
     0.00%  docker-proxy     docker-proxy             [.] runtime.entersyscall_sysmon
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.mapaccess1
     0.00%  JournalFlusher   mongod                   [.] mongo::DecorationRegistry<mongo::OperationContext>::destroyAt<mongo::BSONObj>
     0.00%  geo              geo                      [.] runtime.bulkBarrierPreWriteSrcOnly
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001f346
     0.00%  wrk              [kernel.kallsyms]        [k] run_posix_cpu_timers
     0.00%  geo              geo                      [.] runtime.sendDirect
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_v4_do_rcv
     0.00%  wrk              [kernel.kallsyms]        [k] sync_regs
     0.00%  search           search                   [.] runtime.(*pageAlloc).allocRange
     0.00%  search           [kernel.kallsyms]        [k] do_anonymous_page
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e511
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003da02
     0.00%  ftdc             mongod                   [.] mongo::StringData::substr
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.osyield.abi0
     0.00%  geo              [kernel.kallsyms]        [k] __mod_node_page_state
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000486f
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000307a3
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000065a4a
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000003ac3
     0.00%  consul           [kernel.kallsyms]        [k] kill_fasync
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef299
     0.00%  geo              [kernel.kallsyms]        [k] pipe_read
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] should_failslab
     0.00%  mongod           mongod                   [.] __wt_try_readlock
     0.00%  ftdc             [kernel.kallsyms]        [k] _raw_spin_lock
     0.00%  recommendation   recommendation           [.] runtime.gcWriteBarrierBX
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.runqput
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000062d7d
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __internal_add_timer
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cc6f
     0.00%  user             user                     [.] runtime.scanobject
     0.00%  recommendation   [kernel.kallsyms]        [k] native_smp_send_reschedule
     0.00%  mongod           [kernel.kallsyms]        [k] switch_fpu_return
     0.00%  mongod           [kernel.kallsyms]        [k] set_next_buddy
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/cmd/collector/app.(*spanCountsBySvc).countByServiceName
     0.00%  rcu_sched        [kernel.kallsyms]        [k] update_load_avg
     0.00%  search           search                   [.] github.com/rs/zerolog.glob..func3
     0.00%  geo              [kernel.kallsyms]        [k] __do_page_fault
     0.00%  geo              [kernel.kallsyms]        [k] dma_direct_sync_single_for_cpu
     0.00%  recommendation   [kernel.kallsyms]        [k] try_charge
     0.00%  docker-proxy     [kernel.kallsyms]        [k] hrtimer_cancel
     0.00%  geo              [kernel.kallsyms]        [k] __slab_alloc
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e1ca
